codigo_imovel,endereco,bairro,tipo_imovel,area_total,quartos,banheiros,vagas_garagem,ano_construcao,preco
6923,"Rua B, 91",Centro,Apartamento,170.15,1,1,2,2010,459833.47
4438,"Rua A, 75",Centro,Sobrado,203.16,4,2,2,1986,811634.5
7755,"Rua C, 76",Bairro Novo,Apartamento,282.1,4,1,0,1997,205690.63
5554,"Rua B, 32",Bairro Novo,Casa,54.09,4,3,2,1981,453154.24
3424,"Rua B, 52",Vila,Casa,224.73,2,3,0,2002,749438.78
3300,"Rua C, 53",Centro,Casa,68.51,3,2,0,1986,439175.83
7081,"Rua B, 26",Bairro Novo,Casa,281.03,1,3,0,1960,611188.11
9074,"Rua B, 9",Centro,Casa,194.16,2,1,2,2008,582532.26
7070,"Rua C, 37",Centro,Sobrado,261.98,2,2,1,1965,565437.22
7866,"Rua A, 47",Bairro Novo,Sobrado,235.05,1,2,2,2002,897857.78
7975,"Rua A, 17",Bairro Novo,Casa,153.51,3,3,2,1951,564184.37
2980,"Rua B, 58",Bairro Novo,Casa,291.7,1,2,0,2014,236446.78
1430,"Rua B, 96",Centro,Sobrado,150.91,2,3,2,1981,814037.57
5730,"Rua B, 14",Bairro Novo,Casa,150.27,1,2,1,2014,409822.4
1043,"Rua B, 20",Bairro Novo,Casa,201.4,4,2,0,2018,289645.91
7217,"Rua C, 2",Bairro Novo,Casa,214.34,2,2,1,2019,715145.56
6776,"Rua B, 23",Bairro Novo,Casa,245.5,5,3,2,1961,407123.38
4961,"Rua B, 84",Vila,Sobrado,142.42,4,2,2,1973,786732.12
6941,"Rua A, 59",Centro,Apartamento,72.7,5,2,0,1992,613517.2
9831,"Rua B, 65",Vila,Apartamento,170.89,5,1,1,2014,332824.51
7723,"Rua B, 73",Centro,Sobrado,56.91,4,1,0,1999,273891.25
3120,"Rua C, 56",Bairro Novo,Casa,71.84,1,3,0,2009,698913.02
7748,"Rua A, 63",Bairro Novo,Sobrado,211.78,3,3,2,1987,980213.85
9299,"Rua C, 43",Bairro Novo,Apartamento,177.12,1,2,2,1988,842585.7
2686,"Rua B, 97",Centro,Casa,143.75,5,1,1,1952,137672.92
3789,"Rua B, 95",Bairro Novo,Sobrado,173.95,5,1,1,2006,390824.53
1378,"Rua A, 47",Centro,Casa,231.48,1,1,2,1981,527864.41
7536,"Rua C, 71",Bairro Novo,Casa,92.23,4,2,0,1969,741805.08
6418,"Rua B, 1",Bairro Novo,Apartamento,151.35,3,1,0,2012,610438.02
3199,"Rua C, 59",Bairro Novo,Apartamento,206.92,3,2,1,1981,149809.33
8065,"Rua B, 3",Centro,Apartamento,56.96,1,1,1,1969,686086.65
2081,"Rua C, 54",Vila,Apartamento,249.88,1,1,1,1957,105126.19
8222,"Rua A, 23",Vila,Casa,205.68,4,2,1,1955,195733.23
1338,"Rua A, 91",Bairro Novo,Apartamento,204.78,5,2,2,1987,529476.6
8633,"Rua C, 56",Bairro Novo,Apartamento,152.96,5,2,0,1971,135165.68
1414,"Rua A, 45",Centro,Apartamento,282.54,5,3,2,1966,534842.56
1612,"Rua B, 50",Bairro Novo,Casa,218.93,4,1,2,1998,692346.93
9649,"Rua B, 68",Centro,Sobrado,153.26,3,2,0,1995,885100.19
4233,"Rua A, 95",Vila,Apartamento,159.91,1,3,2,1964,933854.8
6682,"Rua A, 64",Bairro Novo,Sobrado,250.55,4,1,2,1966,126933.46
8054,"Rua C, 49",Centro,Sobrado,142.26,1,1,0,1976,355083.32
8177,"Rua B, 56",Centro,Casa,121.04,2,1,1,1990,939671.43
9659,"Rua C, 16",Centro,Sobrado,297.55,5,2,0,1976,409878.91
3038,"Rua B, 80",Centro,Sobrado,156.46,2,1,0,1954,699033.7
2258,"Rua B, 19",Centro,Sobrado,283.7,2,3,1,1963,261820.52
8761,"Rua B, 82",Bairro Novo,Casa,137.64,2,1,0,1950,351513.05
3931,"Rua B, 99",Centro,Casa,152.96,1,1,1,1963,533042.42
6227,"Rua A, 47",Centro,Sobrado,278.02,1,3,2,1951,293093.11
8518,"Rua B, 45",Bairro Novo,Casa,142.75,5,3,2,1981,932114.05
3579,"Rua C, 24",Centro,Casa,234.69,3,1,0,2012,873713.35
5120,"Rua C, 90",Bairro Novo,Casa,142.24,5,2,2,1989,110670.53
5366,"Rua A, 77",Centro,Apartamento,289.57,2,3,2,2005,218777.89
2911,"Rua C, 70",Vila,Apartamento,57.89,5,1,2,1964,738364.98
7361,"Rua C, 67",Vila,Casa,149.33,2,1,2,2003,447116.13
1058,"Rua A, 42",Vila,Sobrado,262.58,4,2,1,2013,449293.05
5922,"Rua A, 66",Vila,Sobrado,113.46,5,2,0,1952,424834.99
4369,"Rua B, 1",Bairro Novo,Casa,82.12,1,2,1,1995,278076.3
9612,"Rua A, 4",Bairro Novo,Apartamento,178.43,3,1,0,1977,677118.47
9870,"Rua B, 55",Centro,Casa,67.85,1,1,1,2003,766762.47
7794,"Rua B, 69",Centro,Sobrado,246.17,4,2,1,1973,729574.19
7362,"Rua B, 45",Vila,Sobrado,288.83,5,3,1,1981,996280.59
6278,"Rua B, 97",Centro,Sobrado,210.22,5,3,2,1998,429492.33
4717,"Rua C, 43",Bairro Novo,Apartamento,110.02,2,1,1,2002,128966.14
4123,"Rua C, 88",Bairro Novo,Sobrado,153.04,4,2,2,1986,479842.27
5927,"Rua B, 52",Centro,Sobrado,76.58,2,3,2,2017,424637.34
9699,"Rua C, 6",Bairro Novo,Apartamento,294.97,5,1,0,2009,239871.64
3400,"Rua A, 48",Bairro Novo,Sobrado,290.95,5,3,0,1959,464548.57
7461,"Rua C, 40",Centro,Casa,292.43,4,2,1,1994,642746.94
8914,"Rua A, 76",Vila,Sobrado,73.27,1,2,0,1999,185829.54
4928,"Rua C, 32",Centro,Apartamento,182.71,1,1,0,2018,628500.09
7381,"Rua C, 45",Vila,Casa,156.33,5,3,1,1982,590302.14
2252,"Rua A, 38",Bairro Novo,Sobrado,214.41,1,2,1,1992,192403.01
7427,"Rua A, 41",Vila,Sobrado,200.31,4,3,2,1994,963798.54
3823,"Rua C, 66",Bairro Novo,Apartamento,220.57,4,3,0,1955,273045.93
6901,"Rua A, 46",Centro,Sobrado,172.69,4,2,2,1999,407671.64
5774,"Rua C, 49",Centro,Casa,109.94,2,2,0,1990,841769.81
5057,"Rua B, 96",Centro,Sobrado,229.43,5,1,0,1970,260700.58
1915,"Rua C, 7",Centro,Casa,157.12,1,3,2,1970,329050.63
4512,"Rua C, 39",Vila,Apartamento,240.66,1,3,1,1959,741842.79
5937,"Rua B, 44",Vila,Casa,119.17,1,1,1,1985,303323.63
7344,"Rua A, 57",Centro,Apartamento,137.22,5,3,0,1979,274684.59
4712,"Rua A, 7",Vila,Sobrado,153.83,3,2,1,1963,257292.48
5147,"Rua C, 15",Centro,Casa,223.45,2,2,2,1957,869254.87
5533,"Rua A, 70",Bairro Novo,Casa,212.79,5,3,1,1986,411191.29
8326,"Rua A, 74",Centro,Sobrado,244.6,1,2,2,1955,457520.78
9871,"Rua C, 10",Bairro Novo,Apartamento,264.39,4,3,0,1983,325585.26
1480,"Rua C, 77",Vila,Apartamento,254.65,5,3,1,1982,962812.91
8959,"Rua B, 100",Centro,Apartamento,132.36,1,3,2,1963,323771.44
9591,"Rua A, 73",Centro,Sobrado,260.08,3,3,1,1955,824958.95
5179,"Rua A, 81",Vila,Apartamento,107.42,4,3,1,1993,320582.66
2331,"Rua C, 60",Vila,Sobrado,197.58,2,3,2,2011,779354.44
6309,"Rua C, 89",Bairro Novo,Sobrado,179.23,2,3,2,2009,295258.32
2766,"Rua C, 78",Vila,Casa,74.59,1,2,1,1953,583405.18
2462,"Rua A, 69",Centro,Sobrado,58.89,3,3,1,2006,627836.5
7266,"Rua A, 10",Vila,Sobrado,232.24,2,3,1,2007,803825.13
3757,"Rua B, 51",Centro,Apartamento,98.73,4,3,1,2015,745528.02
1120,"Rua B, 65",Centro,Casa,207.87,1,3,2,1981,439306.96
9559,"Rua C, 64",Vila,Casa,210.98,5,2,0,1991,552632.62
5225,"Rua B, 98",Bairro Novo,Sobrado,122.77,1,3,0,2020,495576.49
2037,"Rua B, 59",Vila,Casa,249.09,5,2,2,1970,691758.55
2024,"Rua A, 38",Centro,Apartamento,184.97,5,1,2,2012,359222.35
7638,"Rua C, 58",Bairro Novo,Apartamento,299.03,3,1,2,2009,106683.67
6776,"Rua C, 39",Bairro Novo,Sobrado,88.06,2,3,2,1997,165732.72
5645,"Rua A, 4",Centro,Sobrado,288.08,2,1,1,1954,909862.91
5924,"Rua A, 35",Bairro Novo,Casa,66.08,3,2,1,1989,216713.1
8446,"Rua C, 16",Vila,Apartamento,60.87,1,1,0,1976,738975.43
9852,"Rua A, 5",Vila,Casa,168.31,3,3,2,1979,605734.78
7223,"Rua B, 56",Bairro Novo,Sobrado,90.42,4,2,2,1952,765816.41
8218,"Rua A, 29",Vila,Casa,70.0,4,2,0,1998,542685.74
6968,"Rua A, 64",Bairro Novo,Apartamento,297.15,3,1,2,1995,498637.34
2691,"Rua A, 63",Centro,Sobrado,106.81,5,1,2,1970,540285.02
1146,"Rua B, 51",Centro,Sobrado,260.47,2,3,1,1983,390597.69
9173,"Rua B, 12",Bairro Novo,Casa,173.08,4,2,0,2000,158142.33
4609,"Rua C, 85",Vila,Casa,286.43,1,1,0,2015,769615.54
2389,"Rua C, 95",Vila,Sobrado,264.82,2,2,1,2009,108068.34
8402,"Rua C, 97",Vila,Apartamento,205.31,2,1,2,1979,914639.63
6777,"Rua C, 66",Bairro Novo,Apartamento,110.53,4,1,2,2004,253837.77
4478,"Rua C, 3",Centro,Sobrado,189.15,3,2,2,1990,122987.34
8733,"Rua B, 93",Bairro Novo,Casa,56.68,3,3,0,2011,519150.49
1597,"Rua B, 96",Centro,Apartamento,82.35,3,2,2,1986,416745.24
2046,"Rua A, 75",Centro,Apartamento,70.8,1,1,0,1950,540644.4
5277,"Rua A, 90",Bairro Novo,Casa,137.91,2,3,0,1995,155354.29
8079,"Rua B, 18",Vila,Casa,200.66,1,3,1,2003,863676.01
9126,"Rua A, 15",Centro,Sobrado,133.74,3,2,1,1987,795155.95
4068,"Rua B, 56",Vila,Sobrado,203.45,3,3,0,1992,400995.4
7016,"Rua B, 20",Centro,Casa,161.42,2,2,2,2015,181854.75
4246,"Rua C, 53",Bairro Novo,Casa,57.08,5,2,0,2012,920569.74
3901,"Rua A, 72",Centro,Casa,68.87,5,1,0,2012,818132.0
9360,"Rua A, 20",Centro,Casa,84.4,4,3,0,2010,829157.12
5887,"Rua C, 7",Bairro Novo,Sobrado,75.96,4,2,0,1960,791184.68
1062,"Rua A, 90",Bairro Novo,Apartamento,198.37,4,2,2,2000,599556.3
9632,"Rua A, 91",Centro,Sobrado,137.02,5,3,0,2016,909962.8
2935,"Rua C, 33",Centro,Casa,290.28,3,3,2,1998,868625.68
9070,"Rua C, 24",Centro,Apartamento,106.55,2,1,0,1967,875436.41
7906,"Rua B, 3",Bairro Novo,Casa,263.59,5,3,1,2018,530676.04
6259,"Rua A, 92",Centro,Sobrado,260.04,4,3,1,2003,294615.89
2514,"Rua C, 49",Vila,Casa,149.38,2,2,0,2017,728550.77
6050,"Rua B, 29",Bairro Novo,Sobrado,82.74,1,3,1,2006,929979.46
9634,"Rua B, 54",Centro,Apartamento,149.8,3,3,0,1967,953116.46
1770,"Rua A, 38",Centro,Apartamento,236.0,3,1,2,2017,181121.53
5959,"Rua C, 72",Vila,Casa,71.97,5,3,1,2008,654382.13
1605,"Rua A, 100",Bairro Novo,Casa,81.11,3,1,1,2007,994026.66
1805,"Rua A, 48",Centro,Casa,166.14,2,3,1,1950,487759.21
1660,"Rua A, 68",Vila,Casa,194.43,5,3,1,1964,510136.61
9771,"Rua C, 52",Vila,Casa,293.05,4,2,0,1968,673567.43
4060,"Rua B, 80",Vila,Apartamento,74.43,2,3,1,1996,497392.26
1137,"Rua A, 99",Centro,Apartamento,276.23,4,3,2,1983,160315.93
7224,"Rua B, 1",Centro,Sobrado,266.04,4,3,0,2008,701312.95
8767,"Rua B, 97",Vila,Sobrado,261.18,4,2,2,1963,840089.43
3579,"Rua C, 48",Bairro Novo,Casa,264.78,4,1,0,1955,718192.48
3858,"Rua A, 30",Vila,Sobrado,115.73,2,1,1,1951,682116.44
7848,"Rua C, 60",Centro,Casa,143.28,4,3,0,1966,823137.32
9582,"Rua B, 67",Centro,Sobrado,259.05,4,3,2,2001,988480.56
5410,"Rua C, 37",Bairro Novo,Apartamento,256.74,5,2,2,1958,673264.75
6482,"Rua A, 21",Bairro Novo,Sobrado,198.11,3,2,1,1965,535792.47
8098,"Rua C, 98",Centro,Sobrado,78.07,2,3,1,1992,503440.4
5842,"Rua B, 82",Bairro Novo,Casa,216.05,2,3,0,1978,784868.78
6241,"Rua C, 61",Bairro Novo,Casa,237.04,1,2,0,1954,334787.2
4870,"Rua C, 14",Vila,Casa,159.6,5,3,2,2008,834179.54
3749,"Rua A, 7",Bairro Novo,Apartamento,212.67,2,2,1,2015,154388.05
7060,"Rua B, 50",Vila,Sobrado,260.8,2,1,1,1976,102089.85
6891,"Rua B, 18",Centro,Sobrado,111.61,4,2,1,1975,860961.82
5173,"Rua A, 81",Centro,Sobrado,72.25,5,3,0,2010,432477.04
8967,"Rua C, 9",Centro,Apartamento,110.99,3,1,1,1982,886506.17
5243,"Rua B, 46",Bairro Novo,Sobrado,73.79,5,2,1,1989,270223.38
6028,"Rua B, 100",Centro,Apartamento,83.48,5,1,2,1972,835730.15
7472,"Rua B, 29",Vila,Casa,258.71,1,2,0,2001,460775.67
6781,"Rua B, 25",Vila,Apartamento,88.28,2,3,1,1990,505473.06
6924,"Rua A, 60",Bairro Novo,Casa,261.49,3,3,2,1953,833905.96
1064,"Rua C, 35",Centro,Apartamento,107.43,3,3,0,2007,910193.93
8984,"Rua C, 1",Vila,Apartamento,263.26,5,3,1,1953,639942.16
3216,"Rua A, 17",Bairro Novo,Casa,125.68,5,2,1,2000,776373.5
1071,"Rua B, 53",Centro,Sobrado,230.3,4,1,1,1994,486316.2
3752,"Rua C, 23",Vila,Casa,149.17,3,1,2,2018,802239.89
6525,"Rua A, 85",Vila,Sobrado,171.41,3,2,0,2010,358160.84
4304,"Rua C, 22",Centro,Apartamento,141.18,3,3,1,2004,409706.55
4394,"Rua C, 92",Centro,Apartamento,141.06,2,1,0,1983,426885.63
5499,"Rua B, 66",Centro,Apartamento,89.75,5,1,1,2018,885039.15
9049,"Rua A, 75",Bairro Novo,Sobrado,287.45,4,3,0,2013,607822.75
2089,"Rua B, 13",Bairro Novo,Casa,123.77,2,3,2,1989,819484.45
4168,"Rua B, 91",Bairro Novo,Sobrado,238.77,4,1,0,1961,193363.9
6199,"Rua A, 98",Vila,Sobrado,187.92,2,2,0,2013,403969.89
2800,"Rua B, 39",Bairro Novo,Apartamento,192.83,4,1,1,2013,333156.89
1133,"Rua A, 29",Centro,Apartamento,110.41,2,3,2,1977,772596.88
4331,"Rua C, 24",Centro,Sobrado,274.84,5,2,2,2012,296738.12
6998,"Rua A, 18",Vila,Apartamento,54.32,1,3,1,2006,753729.52
8376,"Rua A, 30",Vila,Casa,256.89,3,1,1,1983,817232.57
3607,"Rua C, 34",Centro,Sobrado,297.96,4,2,0,1985,700041.83
6964,"Rua A, 51",Centro,Sobrado,166.23,1,1,2,1992,249283.52
6988,"Rua B, 74",Bairro Novo,Sobrado,162.35,4,3,1,2002,614446.87
7328,"Rua A, 44",Bairro Novo,Apartamento,184.51,1,2,2,1975,758576.41
9385,"Rua A, 93",Bairro Novo,Casa,277.9,1,2,1,2002,984192.74
6072,"Rua C, 17",Vila,Apartamento,67.26,5,1,2,2011,447045.57
6038,"Rua B, 76",Vila,Casa,150.75,1,3,2,2006,559355.38
3095,"Rua C, 14",Centro,Apartamento,176.92,3,3,2,1957,875696.95
8943,"Rua A, 61",Vila,Apartamento,128.15,1,3,1,1989,256058.44
2799,"Rua A, 91",Centro,Sobrado,66.33,2,2,1,1976,486777.08
9479,"Rua A, 30",Centro,Casa,218.08,4,1,1,1957,381242.4
9476,"Rua C, 50",Vila,Apartamento,255.08,3,1,1,1971,334438.28
7962,"Rua C, 39",Bairro Novo,Apartamento,156.08,4,2,1,2005,429628.96
2174,"Rua B, 80",Vila,Sobrado,242.41,4,2,0,1967,457485.03
1180,"Rua C, 24",Bairro Novo,Apartamento,160.83,4,2,2,1952,113932.74
9336,"Rua C, 32",Centro,Sobrado,292.32,4,1,0,1955,679422.93
1183,"Rua B, 40",Centro,Sobrado,50.16,1,1,1,1985,565577.09
1724,"Rua C, 70",Bairro Novo,Sobrado,193.75,5,1,2,2009,523561.15
7037,"Rua B, 74",Vila,Casa,290.5,1,3,0,1983,332764.69
2456,"Rua B, 38",Centro,Sobrado,186.04,5,2,2,1967,144036.97
7714,"Rua C, 88",Bairro Novo,Apartamento,281.67,1,1,1,2012,857022.38
8281,"Rua C, 16",Centro,Casa,296.21,3,1,1,2012,305427.34
8342,"Rua C, 32",Centro,Sobrado,116.5,5,1,0,1959,508519.66
6221,"Rua B, 20",Centro,Casa,92.72,3,1,0,1978,960702.34
7850,"Rua B, 87",Bairro Novo,Casa,268.96,4,3,2,1959,706348.02
2738,"Rua B, 33",Centro,Sobrado,109.74,2,2,2,1970,519201.43
4513,"Rua A, 40",Bairro Novo,Apartamento,158.28,3,1,0,1980,461598.77
5067,"Rua C, 3",Centro,Casa,200.97,2,1,0,1985,137179.22
7245,"Rua A, 28",Centro,Casa,187.53,3,1,0,2019,866374.96
1109,"Rua B, 35",Bairro Novo,Casa,250.46,3,1,1,1963,596674.23
3561,"Rua B, 56",Centro,Apartamento,162.28,2,2,2,1955,117935.5
2093,"Rua B, 55",Vila,Casa,236.25,2,2,1,1982,566678.27
6366,"Rua A, 28",Vila,Apartamento,283.06,4,2,1,1987,918183.09
5498,"Rua B, 62",Vila,Sobrado,106.82,5,1,2,1960,753427.46
5588,"Rua C, 81",Centro,Apartamento,253.67,1,2,0,1992,548681.95
9585,"Rua A, 25",Centro,Casa,220.82,3,2,0,1995,129819.2
5158,"Rua C, 99",Bairro Novo,Sobrado,228.59,3,1,1,1983,960329.33
4485,"Rua B, 84",Vila,Casa,144.33,2,1,2,1979,852551.97
1158,"Rua A, 16",Bairro Novo,Apartamento,286.81,3,2,0,1992,412528.38
8532,"Rua B, 73",Centro,Apartamento,190.25,1,3,0,1996,992114.12
2712,"Rua C, 8",Vila,Apartamento,182.39,2,2,1,1970,253036.67
6435,"Rua A, 86",Vila,Casa,90.36,5,2,2,1980,260702.88
2402,"Rua C, 95",Bairro Novo,Sobrado,123.92,4,3,2,1986,757088.52
5110,"Rua C, 51",Bairro Novo,Casa,81.33,4,3,1,1967,697131.42
2805,"Rua B, 38",Vila,Apartamento,60.78,2,2,1,1954,459197.3
7170,"Rua A, 94",Vila,Sobrado,296.28,5,2,1,1950,903340.76
1072,"Rua B, 70",Vila,Casa,55.41,5,2,2,2015,265702.62
8972,"Rua A, 45",Bairro Novo,Casa,273.35,3,2,0,1976,223114.85
9999,"Rua A, 17",Vila,Sobrado,246.5,4,3,0,2009,425904.85
6381,"Rua C, 23",Bairro Novo,Sobrado,163.66,2,3,1,1951,900061.2
7109,"Rua C, 4",Bairro Novo,Sobrado,95.9,2,3,0,1964,421676.1
1597,"Rua B, 22",Vila,Sobrado,201.55,5,2,2,1991,435589.98
8441,"Rua C, 74",Bairro Novo,Casa,188.24,4,3,2,1969,428883.41
8132,"Rua B, 99",Vila,Sobrado,99.12,5,3,1,1997,174422.19
9643,"Rua B, 25",Centro,Casa,243.56,4,1,2,1969,443349.3
3162,"Rua A, 51",Vila,Apartamento,163.0,2,2,1,1955,382116.69
6771,"Rua B, 42",Vila,Apartamento,297.56,5,1,0,1968,246158.06
6177,"Rua A, 73",Vila,Casa,168.72,1,2,1,1957,612943.27
7466,"Rua C, 31",Vila,Sobrado,63.83,3,3,1,1974,614038.98
1806,"Rua A, 71",Centro,Sobrado,96.41,4,3,0,1988,980613.6
2614,"Rua A, 43",Centro,Sobrado,58.87,3,3,2,1997,729113.87
2897,"Rua B, 15",Bairro Novo,Casa,255.38,3,1,2,1954,779474.94
1108,"Rua C, 37",Vila,Apartamento,105.93,2,1,2,1984,641808.44
3766,"Rua C, 99",Centro,Apartamento,276.42,3,3,1,1982,624006.61
6114,"Rua B, 83",Centro,Sobrado,128.2,3,2,2,2013,531010.92
1977,"Rua C, 17",Bairro Novo,Apartamento,225.53,5,3,0,1993,888288.13
8266,"Rua B, 14",Vila,Sobrado,171.24,1,1,0,1981,112026.31
9509,"Rua C, 46",Centro,Apartamento,134.62,4,1,2,1965,561525.33
7903,"Rua B, 69",Bairro Novo,Sobrado,84.75,1,2,1,1978,338087.72
7872,"Rua C, 6",Vila,Sobrado,88.85,1,3,2,2018,858619.06
3384,"Rua B, 92",Bairro Novo,Casa,96.98,2,2,1,1990,663942.57
9161,"Rua A, 98",Vila,Apartamento,170.43,2,1,2,1993,647251.84
9608,"Rua C, 6",Bairro Novo,Apartamento,258.26,5,3,2,2010,444438.0
3018,"Rua B, 64",Vila,Casa,176.56,5,1,0,1966,639340.3
6022,"Rua B, 88",Centro,Sobrado,282.67,3,3,0,2019,828738.37
2818,"Rua B, 44",Vila,Apartamento,141.92,2,2,0,2012,932358.73
6202,"Rua B, 27",Centro,Casa,281.99,5,3,0,2011,934593.93
1567,"Rua A, 1",Centro,Sobrado,222.83,3,2,1,1960,542748.52
6648,"Rua B, 56",Bairro Novo,Sobrado,251.65,4,2,2,1982,507233.05
8384,"Rua B, 90",Vila,Apartamento,108.53,1,3,2,1997,714242.43
3094,"Rua C, 16",Bairro Novo,Apartamento,73.67,1,2,0,1980,981253.06
9777,"Rua B, 66",Vila,Sobrado,242.53,2,1,1,1983,187402.1
3589,"Rua A, 98",Bairro Novo,Casa,214.78,5,1,2,1984,921466.29
9318,"Rua A, 45",Centro,Casa,276.83,2,1,2,2015,805817.31
7596,"Rua A, 8",Bairro Novo,Sobrado,108.58,5,3,0,1969,347418.7
7380,"Rua B, 3",Centro,Casa,131.12,2,3,1,2008,718268.42
4675,"Rua C, 36",Vila,Casa,199.65,2,3,2,1993,733622.5
4919,"Rua A, 79",Bairro Novo,Sobrado,133.25,3,3,1,1958,402310.29
6735,"Rua C, 8",Bairro Novo,Sobrado,97.86,5,3,1,1987,570954.44
2123,"Rua C, 81",Bairro Novo,Casa,108.29,3,2,1,2003,307396.34
8861,"Rua A, 8",Bairro Novo,Sobrado,68.78,4,1,1,2019,598478.37
8274,"Rua B, 78",Centro,Sobrado,188.29,3,2,0,1976,472846.45
8176,"Rua B, 62",Centro,Sobrado,153.22,4,1,2,1977,211744.27
2733,"Rua A, 33",Vila,Sobrado,150.83,3,3,2,1995,228218.87
2458,"Rua A, 35",Bairro Novo,Sobrado,262.31,3,1,1,1992,434180.34
9402,"Rua B, 99",Vila,Apartamento,276.04,5,3,0,1985,284643.91
9343,"Rua A, 52",Centro,Sobrado,69.8,5,2,1,2012,333495.12
8892,"Rua B, 34",Centro,Apartamento,227.62,5,2,0,1985,129187.46
3662,"Rua C, 9",Bairro Novo,Casa,272.27,3,2,0,1958,728085.6
9269,"Rua C, 55",Vila,Sobrado,67.78,2,1,1,1957,543789.45
4157,"Rua B, 92",Centro,Casa,124.85,3,3,0,1998,680564.63
9207,"Rua B, 75",Bairro Novo,Apartamento,111.75,3,1,2,1953,437838.09
1184,"Rua C, 38",Centro,Sobrado,68.38,2,1,1,2008,143576.8
2170,"Rua C, 72",Vila,Sobrado,53.3,3,1,2,1982,563522.68
5020,"Rua C, 80",Centro,Apartamento,164.49,3,1,0,1995,460810.61
8365,"Rua C, 13",Vila,Casa,187.8,2,1,1,1954,519135.72
6348,"Rua B, 15",Bairro Novo,Casa,107.36,1,1,0,2008,762171.37
7010,"Rua C, 42",Vila,Casa,229.82,3,2,2,1950,336156.3
1208,"Rua B, 84",Bairro Novo,Sobrado,250.59,4,3,2,1960,570097.53
6398,"Rua C, 59",Vila,Casa,138.42,5,1,0,2006,526161.36
7795,"Rua A, 80",Bairro Novo,Sobrado,239.22,4,2,0,2001,473550.9
6071,"Rua C, 98",Vila,Casa,253.2,2,2,2,1997,434608.43
7367,"Rua B, 77",Centro,Apartamento,182.63,4,1,1,1987,504941.97
1260,"Rua C, 16",Centro,Sobrado,139.77,5,1,2,2006,152307.89
4978,"Rua B, 31",Vila,Sobrado,55.18,5,1,0,2008,239342.5
8202,"Rua C, 40",Vila,Apartamento,196.22,4,2,0,1975,268283.08
7612,"Rua C, 83",Bairro Novo,Sobrado,262.65,3,1,2,1964,577195.33
8145,"Rua C, 83",Centro,Sobrado,101.96,3,1,1,1951,491706.37
9454,"Rua B, 38",Vila,Sobrado,176.32,2,3,1,1983,737385.22
6435,"Rua C, 3",Centro,Sobrado,157.66,2,2,0,1969,146283.28
9275,"Rua A, 2",Centro,Apartamento,134.14,5,3,1,2000,601625.08
7712,"Rua B, 53",Centro,Casa,251.59,3,2,2,1967,968495.8
5123,"Rua C, 80",Bairro Novo,Apartamento,205.98,1,3,1,1987,355398.57
4140,"Rua C, 89",Vila,Sobrado,231.72,1,2,1,1952,916173.7
4505,"Rua B, 78",Bairro Novo,Casa,166.51,1,2,2,1967,503660.26
3989,"Rua B, 47",Bairro Novo,Sobrado,186.86,2,1,1,2020,201755.41
2967,"Rua C, 59",Vila,Sobrado,124.47,2,3,2,1952,845517.46
1190,"Rua C, 52",Vila,Casa,130.15,1,1,1,2011,917700.18
8330,"Rua A, 68",Centro,Sobrado,177.33,2,2,0,1982,353833.59
8373,"Rua A, 72",Vila,Apartamento,123.34,1,3,0,1981,695579.94
8426,"Rua B, 76",Vila,Casa,57.68,4,3,0,2009,283283.09
8431,"Rua C, 74",Vila,Apartamento,263.35,1,3,2,2019,174301.47
9025,"Rua B, 12",Bairro Novo,Apartamento,177.67,2,1,0,1999,972933.39
5332,"Rua B, 86",Bairro Novo,Apartamento,268.16,3,1,2,1994,747715.06
1107,"Rua C, 84",Vila,Sobrado,233.36,4,2,0,1958,467379.75
9454,"Rua A, 89",Bairro Novo,Apartamento,111.77,1,2,2,2014,634859.41
4432,"Rua B, 89",Vila,Apartamento,211.38,4,2,1,1988,883828.56
9445,"Rua A, 84",Centro,Apartamento,143.29,2,2,1,1965,213292.78
9535,"Rua A, 98",Vila,Casa,214.9,1,2,0,1971,433384.04
2907,"Rua A, 52",Vila,Casa,121.99,1,2,0,1989,859950.29
6868,"Rua A, 68",Bairro Novo,Casa,128.86,3,1,0,2015,403753.54
5086,"Rua C, 4",Vila,Casa,63.0,1,2,1,1992,359561.84
9645,"Rua C, 7",Bairro Novo,Apartamento,55.66,2,1,1,1990,395209.49
2174,"Rua A, 83",Vila,Sobrado,223.37,3,3,0,1963,413125.34
9150,"Rua A, 90",Centro,Casa,245.71,4,1,0,1968,361307.3
4778,"Rua A, 23",Centro,Casa,85.08,4,1,0,1956,246337.52
9854,"Rua C, 53",Vila,Apartamento,254.1,3,1,1,2014,718712.28
7268,"Rua A, 91",Centro,Casa,282.08,1,3,2,1987,389489.89
3205,"Rua B, 62",Vila,Apartamento,179.93,5,3,2,2006,525081.19
6078,"Rua A, 88",Bairro Novo,Casa,114.03,1,1,0,2011,272601.37
1208,"Rua B, 73",Centro,Casa,95.47,1,1,0,2017,436911.52
2112,"Rua B, 21",Vila,Apartamento,199.54,4,1,2,2002,713320.23
4848,"Rua A, 92",Vila,Apartamento,147.39,3,2,0,1965,101932.94
9257,"Rua C, 27",Vila,Apartamento,273.47,5,3,2,2003,420161.22
8652,"Rua A, 53",Centro,Sobrado,166.62,5,1,0,1972,589586.19
2957,"Rua A, 79",Vila,Sobrado,137.29,2,2,2,1968,815766.84
